enrollee_id,city,city_development_index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,job_stability,low_experience,recent_job_change,high_experience
7830,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,6,2,Pvt Ltd,5,31,0.0,0.7142857142857143,0,0,0
19409,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,14,2,Unknown,5,154,1.0,0.3333333333333333,0,0,1
24136,city_21,0.624,Unknown,No relevent experience,Full time course,Masters,STEM,2,2,Unknown,0,134,0.0,0.0,1,1,0
4014,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,2,Pvt Ltd,4,22,0.0,0.8,0,0,0
24999,city_36,0.893,Unknown,No relevent experience,no_enrollment,Masters,Other,9,7,Pvt Ltd,4,14,0.0,0.4,0,0,0
18168,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,7,Pvt Ltd,1,30,0.0,0.2,0,1,0
28241,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,21,2,Funded Startup,5,77,0.0,0.22727272727272727,0,0,1
1901,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,2,Funded Startup,1,40,1.0,0.2,0,1,0
9477,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2,1,Pvt Ltd,1,218,0.0,0.3333333333333333,1,1,0
5407,city_90,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,2,Unknown,1,117,0.0,0.25,0,1,0
21171,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Arts,21,2,Pvt Ltd,2,11,1.0,0.09090909090909091,0,0,1
27048,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,2,Unknown,1,41,0.0,0.045454545454545456,0,1,1
23517,city_103,0.92,Male,No relevent experience,no_enrollment,High School,STEM,4,2,Unknown,0,21,0.0,0.0,0,1,0
13752,city_71,0.884,Unknown,Has relevent experience,no_enrollment,Masters,STEM,7,2,Pvt Ltd,1,15,0.0,0.125,0,1,0
6214,city_65,0.802,Unknown,No relevent experience,no_enrollment,High School,STEM,0,2,Unknown,0,35,0.0,0.0,1,1,0
13636,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,1,Early Stage Startup,1,16,0.0,0.05263157894736842,0,1,1
19206,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,2,Public Sector,1,15,0.0,0.058823529411764705,0,1,1
14747,city_36,0.893,Male,No relevent experience,Full time course,High School,STEM,2,3,Pvt Ltd,1,30,0.0,0.3333333333333333,1,1,0
24342,city_27,0.848,Unknown,No relevent experience,no_enrollment,Graduate,STEM,15,0,Pvt Ltd,1,60,0.0,0.0625,0,1,1
4772,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,2,Unknown,3,14,0.0,0.1875,0,0,1
584,city_142,0.727,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,8,2,Unknown,3,168,1.0,0.3333333333333333,0,0,0
21676,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,2,Unknown,1,8,0.0,0.08333333333333333,0,1,1
18807,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Masters,Humanities,18,6,NGO,3,65,0.0,0.15789473684210525,0,0,1
10101,city_136,0.897,Unknown,Has relevent experience,Part time course,Masters,STEM,4,0,Funded Startup,1,105,0.0,0.2,0,1,0
14535,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,7,3,Pvt Ltd,1,43,0.0,0.125,0,1,0
29235,city_41,0.8270000000000001,Male,No relevent experience,no_enrollment,Phd,STEM,21,2,Unknown,5,16,0.0,0.22727272727272727,0,0,1
22687,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,1,5,Pvt Ltd,1,131,0.0,0.5,1,1,0
23621,city_103,0.92,Male,No relevent experience,Full time course,High School,STEM,9,2,Unknown,0,55,1.0,0.0,0,1,0
15142,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,11,2,Unknown,2,33,1.0,0.16666666666666666,0,0,1
1505,city_149,0.6890000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,12,3,Pvt Ltd,3,30,0.0,0.23076923076923078,0,0,1
30988,city_53,0.74,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,2,Unknown,1,28,0.0,0.045454545454545456,0,1,1
7870,city_104,0.924,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,11,7,Pvt Ltd,2,19,0.0,0.16666666666666666,0,0,1
14020,city_1,0.847,Male,Has relevent experience,no_enrollment,Masters,STEM,10,2,Pvt Ltd,1,59,0.0,0.09090909090909091,0,1,1
16443,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,7,Pvt Ltd,1,106,0.0,0.25,0,1,0
17431,city_71,0.884,Unknown,Has relevent experience,Full time course,Graduate,STEM,8,2,Unknown,1,39,0.0,0.1111111111111111,0,1,0
29542,city_21,0.624,Unknown,Has relevent experience,Full time course,Masters,STEM,11,2,Pvt Ltd,5,26,1.0,0.4166666666666667,0,0,1
32715,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,2,Funded Startup,1,2,0.0,0.045454545454545456,0,1,1
15647,city_43,0.516,Female,No relevent experience,no_enrollment,Graduate,STEM,3,2,Unknown,1,46,1.0,0.25,0,1,0
13493,city_89,0.925,Female,No relevent experience,Full time course,Graduate,STEM,4,2,Unknown,0,19,1.0,0.0,0,1,0
8957,city_42,0.563,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,11,0,Early Stage Startup,0,54,1.0,0.0,0,1,1
12938,city_101,0.5579999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,1,1,Pvt Ltd,1,64,1.0,0.5,1,1,0
968,city_160,0.92,Unknown,Has relevent experience,Full time course,Masters,STEM,8,5,Public Sector,5,35,0.0,0.5555555555555556,0,0,0
33149,city_145,0.555,Male,Has relevent experience,no_enrollment,Masters,STEM,12,0,Pvt Ltd,1,25,0.0,0.07692307692307693,0,1,1
19126,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1,Funded Startup,2,14,0.0,0.18181818181818182,0,0,1
16305,city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,3,2,Unknown,0,74,0.0,0.0,0,1,0
28162,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,2,3,Pvt Ltd,1,72,0.0,0.3333333333333333,1,1,0
2310,city_102,0.804,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,2,Pvt Ltd,0,62,0.0,0.0,0,1,0
13935,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,2,Unknown,5,5,1.0,0.22727272727272727,0,0,1
19379,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,5,Pvt Ltd,5,26,0.0,0.23809523809523808,0,0,1
10157,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,21,7,Pvt Ltd,5,74,0.0,0.22727272727272727,0,0,1
8143,city_21,0.624,Female,No relevent experience,Full time course,Graduate,STEM,0,7,Pvt Ltd,4,66,1.0,4.0,1,0,0
28417,city_103,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,7,2,NGO,4,157,1.0,0.5,0,0,0
12001,city_158,0.7659999999999999,Female,Has relevent experience,no_enrollment,Masters,STEM,14,3,Pvt Ltd,1,112,0.0,0.06666666666666667,0,1,1
3257,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,21,3,Pvt Ltd,1,88,1.0,0.045454545454545456,0,1,1
28046,city_59,0.775,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,3,Pvt Ltd,3,96,1.0,0.375,0,0,0
1534,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,8,2,Unknown,1,19,1.0,0.1111111111111111,0,1,0
31961,city_16,0.91,Female,No relevent experience,no_enrollment,Masters,Business Degree,21,2,Unknown,1,63,1.0,0.045454545454545456,0,1,1
1337,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,7,2,Pvt Ltd,4,53,0.0,0.5,0,0,0
9096,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,21,2,Pvt Ltd,5,28,1.0,0.22727272727272727,0,0,1
32904,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,5,Pvt Ltd,4,54,0.0,0.4,0,0,0
19115,city_114,0.926,Male,Has relevent experience,no_enrollment,High School,STEM,9,7,Pvt Ltd,2,106,0.0,0.2,0,0,0
29998,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,1,Pvt Ltd,1,16,0.0,0.25,0,1,0
6120,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,2,Unknown,2,45,0.0,0.11764705882352941,0,0,1
12727,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1,Pvt Ltd,1,2,0.0,0.1111111111111111,0,1,0
18066,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,8,0,Early Stage Startup,1,166,0.0,0.1111111111111111,0,1,0
30193,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,Humanities,5,3,Pvt Ltd,2,96,0.0,0.3333333333333333,0,0,0
16159,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,15,5,Pvt Ltd,2,112,0.0,0.125,0,0,1
14930,city_10,0.895,Male,No relevent experience,Full time course,Masters,STEM,10,3,Public Sector,2,94,0.0,0.18181818181818182,0,0,1
4885,city_75,0.939,Male,No relevent experience,no_enrollment,High School,STEM,19,2,Unknown,5,56,0.0,0.25,0,0,1
32111,city_102,0.804,Other,No relevent experience,Full time course,High School,STEM,2,7,Pvt Ltd,2,15,0.0,0.6666666666666666,1,0,0
9686,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,4,Pvt Ltd,1,15,0.0,0.0625,0,1,1
5207,city_21,0.624,Unknown,No relevent experience,Full time course,High School,STEM,7,2,Unknown,1,76,0.0,0.125,0,1,0
32310,city_160,0.92,Male,No relevent experience,no_enrollment,High School,STEM,4,2,Unknown,0,37,0.0,0.0,0,1,0
31607,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,15,5,NGO,2,11,0.0,0.125,0,0,1
9128,city_57,0.866,Male,No relevent experience,Full time course,Masters,STEM,5,1,Public Sector,1,31,0.0,0.16666666666666666,0,1,0
19778,city_67,0.855,Male,Has relevent experience,Full time course,Masters,STEM,14,1,Pvt Ltd,5,30,0.0,0.3333333333333333,0,0,1
10965,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,0,Unknown,1,56,0.0,0.25,0,1,0
15606,city_138,0.836,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,8,7,Pvt Ltd,1,130,0.0,0.1111111111111111,0,1,0
22383,city_102,0.804,Male,No relevent experience,Full time course,High School,STEM,8,2,Unknown,1,64,0.0,0.1111111111111111,0,1,0
29988,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,3,2,Unknown,2,62,0.0,0.5,0,0,0
22370,city_101,0.5579999999999999,Male,Has relevent experience,Full time course,Graduate,STEM,4,2,Pvt Ltd,1,104,1.0,0.2,0,1,0
15347,city_165,0.903,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,4,Pvt Ltd,0,60,0.0,0.0,0,1,0
4700,city_67,0.855,Male,No relevent experience,no_enrollment,Graduate,STEM,2,2,Unknown,1,130,0.0,0.3333333333333333,1,1,0
1889,city_76,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,7,7,Pvt Ltd,3,48,0.0,0.375,0,0,0
1306,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,STEM,21,3,Pvt Ltd,1,68,1.0,0.045454545454545456,0,1,1
13820,city_100,0.887,Unknown,No relevent experience,Full time course,High School,STEM,9,2,Unknown,0,13,0.0,0.0,0,1,0
24028,city_123,0.738,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,3,Pvt Ltd,1,12,0.0,0.3333333333333333,1,1,0
6879,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,0,1,Pvt Ltd,1,18,1.0,1.0,1,1,0
30955,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,3,NGO,1,39,1.0,0.25,0,1,0
11801,city_103,0.92,Unknown,No relevent experience,no_enrollment,Graduate,STEM,3,3,Early Stage Startup,1,109,0.0,0.25,0,1,0
29464,city_21,0.624,Unknown,No relevent experience,Full time course,Graduate,STEM,12,2,Unknown,0,57,1.0,0.0,0,1,1
3025,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,18,3,Early Stage Startup,5,166,0.0,0.2631578947368421,0,0,1
21846,city_21,0.624,Unknown,Has relevent experience,Full time course,Masters,STEM,5,2,Unknown,1,188,1.0,0.16666666666666666,0,1,0
32594,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,2,Funded Startup,2,152,0.0,0.16666666666666666,0,0,1
3158,city_114,0.926,Unknown,Has relevent experience,no_enrollment,Masters,STEM,11,2,Pvt Ltd,4,86,0.0,0.3333333333333333,0,0,1
19402,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,5,2,Unknown,1,162,1.0,0.16666666666666666,0,1,0
24499,city_90,0.698,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,2,0,Pvt Ltd,1,134,1.0,0.3333333333333333,1,1,0
29441,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,2,Pvt Ltd,4,99,1.0,0.5714285714285714,0,0,0
29017,city_61,0.913,Unknown,Has relevent experience,no_enrollment,Masters,Arts,4,4,Pvt Ltd,1,194,0.0,0.2,0,1,0
10519,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,2,Unknown,2,121,0.0,0.5,0,0,0
3310,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,3,Pvt Ltd,5,9,1.0,0.38461538461538464,0,0,1
18662,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,7,Pvt Ltd,1,56,1.0,0.14285714285714285,0,1,0
10985,city_28,0.939,Unknown,Has relevent experience,no_enrollment,High School,STEM,6,2,Pvt Ltd,1,2,0.0,0.14285714285714285,0,1,0
29348,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,3,NGO,2,56,0.0,0.09523809523809523,0,0,1
5452,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,2,Pvt Ltd,5,46,0.0,0.29411764705882354,0,0,1
31397,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,0,Pvt Ltd,5,12,0.0,0.22727272727272727,0,0,1
2560,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5,Pvt Ltd,1,32,0.0,0.1111111111111111,0,1,0
30985,city_33,0.4479999999999999,Unknown,No relevent experience,Full time course,Graduate,STEM,2,2,Unknown,0,43,1.0,0.0,1,1,0
6487,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,1,Pvt Ltd,3,42,1.0,0.21428571428571427,0,0,1
21414,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,2,Unknown,3,6,0.0,0.23076923076923078,0,0,1
32613,city_16,0.91,Male,No relevent experience,no_enrollment,High School,STEM,2,2,Pvt Ltd,0,35,0.0,0.0,1,1,0
29001,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,6,Pvt Ltd,1,117,0.0,0.05,0,1,1
4864,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,5,Pvt Ltd,2,52,1.0,0.09090909090909091,0,0,1
23772,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,2,Pvt Ltd,4,6,0.0,0.3333333333333333,0,0,1
109,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,14,5,Pvt Ltd,5,80,0.0,0.3333333333333333,0,0,1
26456,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,0,NGO,1,74,0.0,0.09090909090909091,0,1,1
23152,city_149,0.6890000000000001,Unknown,No relevent experience,no_enrollment,Graduate,STEM,4,2,Unknown,0,8,0.0,0.0,0,1,0
25154,city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,3,3,Pvt Ltd,1,109,1.0,0.25,0,1,0
15289,city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,6,3,Unknown,1,28,0.0,0.14285714285714285,0,1,0
33379,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,0,Pvt Ltd,2,81,0.0,0.10526315789473684,0,0,1
3820,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,7,Pvt Ltd,3,190,0.0,0.21428571428571427,0,0,1
21733,city_27,0.848,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,9,2,Unknown,1,51,0.0,0.1,0,1,0
13122,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,5,Pvt Ltd,5,68,1.0,0.22727272727272727,0,0,1
25331,city_24,0.698,Unknown,No relevent experience,no_enrollment,High School,STEM,0,2,Unknown,1,42,1.0,1.0,1,1,0
18762,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,2,Unknown,3,6,1.0,0.42857142857142855,0,0,0
25727,city_103,0.92,Unknown,No relevent experience,no_enrollment,Graduate,STEM,9,5,NGO,5,13,0.0,0.5,0,0,0
787,city_23,0.899,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,5,Pvt Ltd,1,30,0.0,0.058823529411764705,0,1,1
19608,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,6,Pvt Ltd,5,85,0.0,0.45454545454545453,0,0,1
28049,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,5,2,Public Sector,1,6,0.0,0.16666666666666666,0,1,0
1853,city_21,0.624,Male,No relevent experience,Full time course,High School,STEM,2,2,Unknown,0,51,1.0,0.0,1,1,0
18055,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,Humanities,2,2,Funded Startup,1,13,0.0,0.3333333333333333,1,1,0
26898,city_65,0.802,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,0,Pvt Ltd,2,26,0.0,0.16666666666666666,0,0,1
5167,city_21,0.624,Male,No relevent experience,no_enrollment,High School,STEM,1,2,Unknown,1,69,1.0,0.5,1,1,0
21001,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5,Pvt Ltd,1,4,0.0,0.125,0,1,0
11556,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,0,Pvt Ltd,1,22,0.0,0.07692307692307693,0,1,1
32851,city_100,0.887,Male,Has relevent experience,no_enrollment,High School,STEM,21,2,Unknown,1,83,1.0,0.045454545454545456,0,1,1
15283,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,0,2,Unknown,0,77,0.0,0.0,1,1,0
8624,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,15,5,Unknown,5,106,0.0,0.3125,0,0,1
16374,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,STEM,9,2,Unknown,1,50,0.0,0.1,0,1,0
29119,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,2,Unknown,0,27,1.0,0.0,0,1,0
26390,city_114,0.926,Male,No relevent experience,Full time course,Graduate,STEM,2,0,Pvt Ltd,1,165,0.0,0.3333333333333333,1,1,0
19707,city_41,0.8270000000000001,Male,No relevent experience,Full time course,Graduate,STEM,2,2,Pvt Ltd,1,20,0.0,0.3333333333333333,1,1,0
5013,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,No Major,5,2,Unknown,1,288,0.0,0.16666666666666666,0,1,0
769,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,5,Pvt Ltd,1,34,0.0,0.045454545454545456,0,1,1
5951,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,10,2,Unknown,1,42,1.0,0.09090909090909091,0,1,1
32086,city_16,0.91,Unknown,No relevent experience,no_enrollment,High School,STEM,2,2,Unknown,0,43,1.0,0.0,1,1,0
17347,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,6,Pvt Ltd,5,7,0.0,0.22727272727272727,0,0,1
21721,city_176,0.764,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1,Pvt Ltd,1,78,1.0,0.2,0,1,0
11894,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,15,4,Funded Startup,1,15,1.0,0.0625,0,1,1
2256,city_76,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,7,Pvt Ltd,0,139,0.0,0.0,0,1,0
27901,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,6,Pvt Ltd,1,8,0.0,0.045454545454545456,0,1,1
14078,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,21,7,Public Sector,2,80,0.0,0.09090909090909091,0,0,1
7271,city_142,0.727,Unknown,Has relevent experience,no_enrollment,Masters,STEM,7,2,Pvt Ltd,3,300,0.0,0.375,0,0,0
10942,city_48,0.493,Unknown,No relevent experience,Part time course,Graduate,STEM,0,2,Unknown,1,92,1.0,1.0,1,1,0
30300,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,3,Pvt Ltd,5,33,0.0,0.45454545454545453,0,0,1
19845,city_98,0.949,Female,Has relevent experience,no_enrollment,Masters,STEM,6,7,Public Sector,1,3,0.0,0.14285714285714285,0,1,0
30040,city_11,0.55,Unknown,No relevent experience,no_enrollment,Masters,Other,6,2,Unknown,1,21,1.0,0.14285714285714285,0,1,0
28975,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,12,4,Pvt Ltd,1,336,0.0,0.07692307692307693,0,1,1
8974,city_103,0.92,Female,No relevent experience,Full time course,High School,STEM,5,6,Unknown,1,30,0.0,0.16666666666666666,0,1,0
10216,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,5,Pvt Ltd,5,50,0.0,0.5555555555555556,0,0,0
4875,city_90,0.698,Female,No relevent experience,Full time course,Graduate,STEM,2,2,Pvt Ltd,0,42,0.0,0.0,1,1,0
27927,city_27,0.848,Male,No relevent experience,no_enrollment,Masters,STEM,12,2,Unknown,2,17,1.0,0.15384615384615385,0,0,1
20969,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,0,Pvt Ltd,2,46,1.0,0.18181818181818182,0,0,1
20898,city_11,0.55,Male,No relevent experience,Full time course,High School,STEM,3,2,Unknown,0,19,0.0,0.0,0,1,0
27649,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,7,Pvt Ltd,3,4,0.0,0.13636363636363635,0,0,1
24200,city_114,0.926,Other,No relevent experience,no_enrollment,Masters,STEM,7,7,Pvt Ltd,1,48,0.0,0.125,0,1,0
24687,city_114,0.926,Unknown,No relevent experience,no_enrollment,Graduate,Arts,21,2,Unknown,3,24,0.0,0.13636363636363635,0,0,1
391,city_103,0.92,Unknown,Has relevent experience,Part time course,Graduate,STEM,6,2,Unknown,0,194,1.0,0.0,0,1,0
24778,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,21,7,Public Sector,2,130,0.0,0.09090909090909091,0,0,1
26080,city_21,0.624,Unknown,No relevent experience,no_enrollment,Graduate,No Major,0,2,Unknown,1,20,1.0,1.0,1,1,0
32837,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,3,Pvt Ltd,1,4,0.0,0.08333333333333333,0,1,1
10140,city_162,0.767,Male,No relevent experience,Full time course,High School,STEM,0,2,Unknown,1,80,0.0,1.0,1,1,0
22868,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,5,Pvt Ltd,5,72,0.0,0.35714285714285715,0,0,1
16085,city_102,0.804,Male,No relevent experience,no_enrollment,Primary School,STEM,0,7,Pvt Ltd,5,11,0.0,5.0,1,0,0
308,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,2,Pvt Ltd,2,89,0.0,0.4,0,0,0
27252,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,0,2,Unknown,2,112,0.0,2.0,1,0,0
33370,city_114,0.926,Male,No relevent experience,Full time course,High School,STEM,6,2,Unknown,1,264,0.0,0.14285714285714285,0,1,0
29782,city_45,0.89,Male,No relevent experience,Full time course,Graduate,STEM,5,2,Unknown,0,19,0.0,0.0,0,1,0
13637,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,3,Pvt Ltd,0,122,0.0,0.0,0,1,0
6470,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,2,Pvt Ltd,1,34,0.0,0.1111111111111111,0,1,0
19070,city_16,0.91,Female,No relevent experience,no_enrollment,High School,STEM,3,2,Unknown,0,122,0.0,0.0,0,1,0
19368,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,10,3,Pvt Ltd,5,10,0.0,0.45454545454545453,0,0,1
29696,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,2,Unknown,2,22,1.0,0.5,0,0,0
22841,city_73,0.754,Male,No relevent experience,Full time course,Masters,STEM,14,2,Unknown,5,10,1.0,0.3333333333333333,0,0,1
32307,city_115,0.789,Male,No relevent experience,Full time course,Graduate,STEM,4,2,Pvt Ltd,1,80,0.0,0.2,0,1,0
5942,city_11,0.55,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,2,Pvt Ltd,1,16,0.0,0.2,0,1,0
20191,city_16,0.91,Female,No relevent experience,Full time course,High School,STEM,0,2,Funded Startup,1,94,0.0,1.0,1,1,0
9363,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,Other,13,7,Public Sector,1,166,0.0,0.07142857142857142,0,1,1
25744,city_16,0.91,Unknown,No relevent experience,no_enrollment,High School,STEM,5,2,Unknown,0,111,0.0,0.0,0,1,0
14951,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,5,Pvt Ltd,5,24,0.0,0.29411764705882354,0,0,1
14543,city_114,0.926,Male,No relevent experience,no_enrollment,High School,STEM,6,0,Funded Startup,2,182,0.0,0.2857142857142857,0,0,0
748,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,21,2,Pvt Ltd,4,218,0.0,0.18181818181818182,0,0,1
13427,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,8,5,Pvt Ltd,4,103,0.0,0.4444444444444444,0,0,0
32886,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,12,1,Pvt Ltd,1,50,0.0,0.07692307692307693,0,1,1
15104,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,21,7,Pvt Ltd,1,72,0.0,0.045454545454545456,0,1,1
20100,city_160,0.92,Male,No relevent experience,Part time course,Graduate,STEM,4,1,Pvt Ltd,1,57,0.0,0.2,0,1,0
18858,city_57,0.866,Male,Has relevent experience,Full time course,Masters,STEM,13,3,Unknown,2,19,0.0,0.14285714285714285,0,0,1
24464,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,21,2,Unknown,1,166,0.0,0.045454545454545456,0,1,1
12082,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,13,4,Pvt Ltd,4,28,0.0,0.2857142857142857,0,0,1
